City,Family,Genus,Sp2,Sp.merge,native_exotic,pollination_mode,Flowering_months_duration,start_flowering,growth_form_category,plant_height_m,inflorescence,structural_blossom_class,symmetry,nectar,pollen,oil
An,Aizoaceae,Drosanthemum,floribundum,Drosanthemum floribundum,E,biotic,NA,NA,herb,3.5,1,dish_bowl,actinomorph,1,1,0
Zu,Droseraceae,Drosera,anglica,Drosera anglica,N,biotic,2,7,herb,0.13,1,dish_bowl,actinomorph,1,1,0
Zu,Droseraceae,Drosera,capensis,Drosera capensis,E,biotic,2,7,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Droseraceae,Drosera,hamiltonii,Drosera hamiltonii,E,biotic,2,7,herb,0.25,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Dryas,octopetala,Dryas octopetala,N,biotic,3,6,herb,0.08,0,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Drymocallis,rupestris,Drymocallis rupestris,N,biotic,3,5,herb,0.4,1,dish_bowl,actinomorph,NA,NA,NA
Zu,Rosaceae,Duchesnea,indica,Duchesnea indica,E,biotic,4,4,herb,0.5,0,dish_bowl,actinomorph,1,1,0
Pa,Fabaceae,Ebenus,cretica,Ebenus cretica,N,biotic,NA,NA,shrub,1,1,flag,sigomorph,1,1,0
Zu,Cucurbitaceae,Ecballium,elaterium,Ecballium elaterium,N,biotic,3,6,herb,0.3,0,bell_trumpet,actinomorph,0,1,1
Zu,Crassulaceae,Echeveria,sp.,Echeveria sp.,NA,biotic,NA,NA,NA,NA,NA,NA,,NA,NA,NA
Pa,Asteraceae,Echinacea,pallida,Echinacea pallida,E,biotic,3,5,herb,2,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Echinacea,purpurea,Echinacea purpurea,E,biotic,3,7,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Pa,Alismataceae,Echinodorus,cordifolius,Echinodorus cordifolius,E,biotic,NA,NA,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Echinops,ritro,Echinops ritro,N,biotic,3,7,herb,0.6,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Echinops,sphaerocephalus,Echinops sphaerocephalus,N,biotic,3,7,herb,1,1,brush,no_symmetry,1,1,0
Zu,Boraginaceae,Echium,plantagineum,Echium plantagineum,N,biotic,3,5,herb,0.4,1,bell_trumpet,actinomorph,1,1,0
Zu,Boraginaceae,Echium,vulgare,Echium vulgare,N,biotic,6,5,herb,0.9,1,bell_trumpet,actinomorph,1,1,0
Pa,Campanulaceae,Edraianthus,tenuifolius,Edraianthus tenuifolius,N,biotic,NA,NA,herb,0.13,1,bell_trumpet,actinomorph,1,1,0
Zu,Elaeagnaceae,Elaeagnus,angustifolia,Elaeagnus angustifolia,N,biotic,2,5,shrub/tree,6,1,dish_bowl,actinomorph,1,1,0
Pa,Lamiaceae,Elsholtzia,ciliata,Elsholtzia ciliata,E,biotic,3,7,herb,0.6,1,brush,no_symmetry,1,1,0
Pa,Lamiaceae,Elsholtzia,stauntonii,Elsholtzia stauntonii,E,biotic,2,9,shrub,1.2,1,brush,no_symmetry,1,1,0
Pa,Proteaceae,Embothrium,coccineum,Embothrium coccineum,E,biotic,2,5,tree,8.5,1,tube,actinomorph,1,1,0
Zu,Papaveraceae,Eomecon,chionantha,Eomecon chionantha,E,biotic,3,5,herb,0.38,1,dish_bowl,actinomorph,0,1,0
Pa,Ephedraceae,Ephedra,altissima,Ephedra altissima,N,biotic,NA,NA,shrub,,1,NA,,1,1,0
Pa,Ephedraceae,Ephedra,equisetina,Ephedra equisetina,E,biotic,NA,NA,shrub,1.5,1,NA,,1,1,0
Zu,Onagraceae,Epilobium,angustifolium,Epilobium angustifolium,N,biotic,3,6,herb,2.5,1,dish_bowl,actinomorph,1,1,0
Pa,Onagraceae,Epilobium,canum,Epilobium canum,E,biotic,NA,NA,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Onagraceae,Epilobium,ciliatum,Epilobium ciliatum,E,biotic,4,6,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Onagraceae,Epilobium,collinum,Epilobium collinum,N,biotic,4,6,herb,0.25,1,dish_bowl,actinomorph,1,1,0
Zu,Onagraceae,Epilobium,dodonaei,Epilobium dodonaei,N,biotic,4,6,herb,1.1,1,dish_bowl,actinomorph,1,1,0
Zu,Onagraceae,Epilobium,hirsutum,Epilobium hirsutum,E,biotic,4,6,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Zu,Onagraceae,Epilobium,montanum,Epilobium montanum,N,biotic,3,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Onagraceae,Epilobium,parviflorum,Epilobium parviflorum,N,biotic,4,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Ta,Onagraceae,Epilobium,tetragonum,Epilobium tetragonum,E,biotic,4,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Berberidaceae,Epimedium,alpinum,Epimedium alpinum,N,biotic,3,3,herb,0.19,1,dish_bowl,actinomorph,1,1,0
Zu,Berberidaceae,Epimedium,perralderianum,Epimedium perralderianum,E,biotic,1,4,herb,0.26,1,dish_bowl,actinomorph,1,1,0
Zu,Berberidaceae,Epimedium,pinnatum,Epimedium pinnatum,E,biotic,2,4,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Berberidaceae,Epimedium,x versicolor,Epimedium x versicolor,E,biotic,1,4,herb,0.26,1,dish_bowl,actinomorph,1,1,0
Zu,Orchidaceae,Epipactis,palustris,Epipactis palustris,N,biotic,3,6,herb,0.46,1,,,1,1,0
Pa,Caryophyllaceae,Eremogone,gypsophiloides,Eremogone gypsophiloides,E,biotic,NA,NA,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Caryophyllaceae,Eremogone,longifolia,Eremogone longifolia,E,biotic,NA,NA,herb,,1,dish_bowl,actinomorph,1,1,0
Zu,Asphodelaceae,Eremurus,sp.,Eremurus sp.,NA,biotic,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA
Zu,Ericaceae,Erica,carnea,Erica carnea,N,biotic,6,11,herb,0.2,1,tube,actinomorph,1,1,0
Pa,Ericaceae,Erica,cinerea,Erica cinerea,N,biotic,2,6,shrub,0.3,1,tube,actinomorph,1,1,0
Pa,Ericaceae,Erica,erigena,Erica erigena,N,biotic,4,6,shrub,,1,tube,actinomorph,1,1,0
Zu,Ericaceae,Erica,tetralix,Erica tetralix,N,biotic,4,6,shrub,0.3,1,tube,actinomorph,1,1,0
Pa,Asteraceae,Erigeron,acris,Erigeron acris,N,biotic,4,6,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Erigeron,annuus,Erigeron annuus,E,biotic,3,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Erigeron,caespitosus,Erigeron caespitosus,E,biotic,3,6,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Erigeron,canadensis,Erigeron canadensis,E,biotic,4,7,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Erigeron,glabellus,Erigeron glabellus,E,biotic,3,6,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Erigeron,glabratus,Erigeron glabratus,N,biotic,3,7,herb,0.15,1,dish_bowl,actinomorph,1,1,0
An,Asteraceae,Erigeron,karvinskianus,Erigeron karvinskianus,E,biotic,9,4,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Pa,Plantaginaceae,Erinus,alpinus,Erinus alpinus,N,biotic,2,6,herb,0.3,1,stalk_disk,actinomorph,1,1,0
Pa,Polygonaceae,Eriogonum,grande,Eriogonum grande,E,biotic,NA,NA,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Polygonaceae,Eriogonum,umbellatum,Eriogonum umbellatum,E,biotic,NA,NA,herb,0.1,1,dish_bowl,actinomorph,1,1,0
Zu,Geraniaceae,Erodium,absinthoides,Erodium absinthoides,N,biotic,7,4,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Pa,Geraniaceae,Erodium,botrys,Erodium botrys,N,biotic,7,4,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Pa,Geraniaceae,Erodium,chrysanthum,Erodium chrysanthum,N,biotic,7,4,herb,0.11,1,dish_bowl,actinomorph,1,1,0
An,Geraniaceae,Erodium,ciconium,Erodium ciconium,N,biotic,7,4,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Geraniaceae,Erodium,cicutarium,Erodium cicutarium,N,biotic,7,4,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Pa,Geraniaceae,Erodium,malacoides,Erodium malacoides,N,biotic,7,4,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Pa,Geraniaceae,Erodium,manescavi,Erodium manescavi,N,biotic,7,4,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Pa,Geraniaceae,Erodium,trifolium,Erodium trifolium,N,biotic,7,4,herb,0.23,1,dish_bowl,actinomorph,1,1,0
Zu,Geraniaceae,Erodium,x hybridium,Erodium x hybridium,E,abiotic,7,4,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Erophila,verna,Erophila verna,N,biotic,4,2,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Eruca,vesicaria,Eruca vesicaria,N,biotic,2,5,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Erucastrum,gallicum,Erucastrum gallicum,N,biotic,6,5,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Erucastrum,nasturtiifolium,Erucastrum nasturtiifolium,N,biotic,4,5,herb,0.55,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Eryngium,alpinum,Eryngium alpinum,N,biotic,2,7,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Eryngium,amethystinum,Eryngium amethystinum,N,biotic,2,7,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Eryngium,bourgatii,Eryngium bourgatii,N,biotic,2,7,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Eryngium,campestre,Eryngium campestre,N,biotic,3,7,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Eryngium,giganteum,Eryngium giganteum,N,biotic,3,7,herb,0.9,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Eryngium,integrifolium,Eryngium integrifolium,E,biotic,3,7,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Eryngium,maritimum,Eryngium maritimum,N,biotic,3,6,herb,0.25,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Eryngium,planum,Eryngium planum,N,biotic,3,7,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Erysimum,asperum,Erysimum asperum,E,biotic,2,5,herb,0.25,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Erysimum,capitatum,Erysimum capitatum,E,biotic,2,5,herb,0.46,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Erysimum,cheiranthoides,Erysimum cheiranthoides,E,biotic,5,5,herb,58,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Erysimum,cheiri,Erysimum cheiri,N,biotic,2,4,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Erysimum,perofskianum,Erysimum perofskianum,E,biotic,2,4,herb,0.28,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Erysimum,rhaeticum,Erysimum rhaeticum,N,biotic,2,4,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Erysimum,sylvestre,Erysimum sylvestre,N,biotic,2,4,herb,0.25,1,dish_bowl,actinomorph,1,1,0
Zu,Fabaceae,Erythrina,crista-galli,Erythrina crista-galli,E,biotic,4,5,tree,6.5,1,flag,sigomorph,1,1,0
Ta,Liliaceae,Erythronium,dens-canis,Erythronium dens-canis,N,biotic,3,4,herb,0.2,0,dish_bowl,actinomorph,1,1,0
Pa,Escalloniaceae,Escallonia,rubra,Escallonia rubra,E,biotic,NA,NA,shrub,4.5,1,bell_trumpet,actinomorph,1,1,0
Pa,Escalloniaceae,Escallonia,x demissa,Escallonia x demissa,E,biotic,NA,NA,shrub,,1,bell_trumpet,actinomorph,1,1,0
Zu,Papaveraceae,Eschscholzia,californica,Eschscholzia californica,E,biotic,5,6,herb,0.6,0,dish_bowl,actinomorph,0,1,0
Zu,Celastraceae,Euonymus,europaeus,Euonymus europaeus,N,biotic,2,6,shrub/tree,6,1,dish_bowl,actinomorph,1,1,0
An,Celastraceae,Euonymus,fortunei,Euonymus fortunei,E,biotic,2,6,shrub,2.5,1,dish_bowl,actinomorph,1,1,0
Pa,Celastraceae,Euonymus,grandiflorus,Euonymus grandiflorus,E,biotic,2,6,shrub,5.3,1,dish_bowl,actinomorph,1,1,0
Zu,Celastraceae,Euonymus,japonicus,Euonymus japonicus,E,biotic,2,6,shrub,6,1,dish_bowl,actinomorph,1,1,0
Zu,Celastraceae,Euonymus,sachalinensis,Euonymus sachalinensis,E,biotic,2,6,shrub/tree,3.5,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Eupatorium,cannabinum,Eupatorium cannabinum,E,biotic,3,7,herb,2,1,brush,no_symmetry,1,1,0
Pa,Asteraceae,Eupatorium,perfoliatum,Eupatorium perfoliatum,E,biotic,4,7,herb,1,1,brush,no_symmetry,1,1,0
Pa,Asteraceae,Eupatorium,purpureum,Eupatorium purpureum,E,biotic,3,7,herb,1.8,1,brush,no_symmetry,1,1,0
Zu,Euphorbiaceae,Euphorbia,amygdaloides,Euphorbia amygdaloides,N,biotic,3,4,herb,0.85,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,characias,Euphorbia characias,N,biotic,3,4,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,cyparissias,Euphorbia cyparissias,N,biotic,3,4,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,dulcis,Euphorbia dulcis,N,biotic,3,4,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,epithymoides,Euphorbia epithymoides,E,biotic,2,5,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Pa,Euphorbiaceae,Euphorbia,esula,Euphorbia esula,N,biotic,3,5,herb,1.1,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,exigua,Euphorbia exigua,N,biotic,5,6,herb,0.13,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,griffithii,Euphorbia griffithii,E,biotic,4,6,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,helioscopia,Euphorbia helioscopia,N,biotic,6,4,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,hypericifolia,Euphorbia hypericifolia,E,biotic,6,4,herb,0.38,1,dish_bowl,actinomorph,1,1,0
Pa,Euphorbiaceae,Euphorbia,illirica,Euphorbia illirica,N,biotic,2,5,herb,0.9,1,dish_bowl,actinomorph,1,1,0
Pa,Euphorbiaceae,Euphorbia,lathyris,Euphorbia lathyris,E,biotic,3,6,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Pa,Euphorbiaceae,Euphorbia,myrsinites,Euphorbia myrsinites,N,biotic,2,5,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,palustris,Euphorbia palustris,N,biotic,2,5,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,peplus,Euphorbia peplus,N,biotic,5,6,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,platyphyllos,Euphorbia platyphyllos,N,biotic,2,7,herb,0.43,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,segetalis,Euphorbia segetalis,N,biotic,2,6,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Pa,Euphorbiaceae,Euphorbia,serrata,Euphorbia serrata,N,biotic,2,6,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,sp.,Euphorbia sp.,NA,biotic,NA,NA,herb,NA,NA,dish_bowl,actinomorph,1,1,0
Pa,Euphorbiaceae,Euphorbia,spinosa,Euphorbia spinosa,N,biotic,2,7,herb,0.39,1,dish_bowl,actinomorph,1,1,0
Pa,Euphorbiaceae,Euphorbia,stricta,Euphorbia stricta,N,biotic,4,6,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Pa,Euphorbiaceae,Euphorbia,umbellata,Euphorbia umbellata,E,biotic,4,6,herb,7.5,1,dish_bowl,actinomorph,1,1,0
Zu,Euphorbiaceae,Euphorbia,verrucosa,Euphorbia verrucosa,N,biotic,2,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
An,Orobanchaceae,Euphrasia,stricta,Euphrasia stricta,N,biotic,6,5,herb,0.18,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Euryops,chrysanthemoides,Euryops chrysanthemoides,E,biotic,NA,NA,shrub,1.3,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Exochorda,racemosa,Exochorda racemosa,E,biotic,1,4,shrub,1.25,1,dish_bowl,actinomorph,1,1,0
Pa,Solanaceae,Fabiana,imbricata,Fabiana imbricata,E,biotic,NA,NA,shrub,2.5,1,dish_bowl,actinomorph,1,1,0
Pa,Polygonaceae,Fagopyrum,acutatum,Fagopyrum acutatum,E,biotic,NA,NA,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Zu,Polygonaceae,Fagopyrum,esculentum,Fagopyrum esculentum,E,biotic,3,7,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Polygonaceae,Fagopyrum,tataricum,Fagopyrum tataricum,E,biotic,3,7,herb,0.55,1,dish_bowl,actinomorph,1,1,0
Zu,Fagaceae,Fagus,sylvatica,Fagus sylvatica,N,abiotic,2,4,tree,50,1,brush,no_symmetry,0,1,0
Pa,Polygonaceae,Fallopia,aubertii,Fallopia aubertii,E,biotic,4,6,climber,15,1,dish_bowl,actinomorph,1,1,0
Pa,Polygonaceae,Fallopia,baldschuanica,Fallopia baldschuanica,E,biotic,4,7,climber,12,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Ferula,assa-foetida,Ferula assa-foetida,E,biotic,1,7,herb,2,1,dish_bowl,actinomorph,1,1,0
Poznan,Ranunculaceae,Ficaria,verna,Ficaria verna,N,biotic,3,3,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Ficaria,verna,Ficaria verna ,N,biotic,2,3,herb,0.3,0,dish_bowl,actinomorph,1,1,0
Zu,Moraceae,Ficus,carica,Ficus carica,E,biotic,4,5,tree,10,1,,,1,1,0
Zu,Rosaceae,Filipendula,camschatica,Filipendula camschatica,NA,biotic,1,7,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Filipendula,ulmaria,Filipendula ulmaria,N,biotic,3,6,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Filipendula,vulgaris,Filipendula vulgaris,N,biotic,3,5,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Pa,Malvaceae,Firmiana,simplex,Firmiana simplex,E,biotic,2,6,tree,15,1,dish_bowl,actinomorph,1,1,0
Paris,Phyllanthaceae,Flueggea,sp.,Flueggea sp.,NA,biotic,NA,NA,shrub/tree,NA,1,NA,NA,NA,NA,NA
Pa,Phyllanthaceae,Flueggea,virosa,Flueggea virosa,E,biotic,NA,NA,shrub/tree,2.5,1,NA,NA,1,1,0
Zu,Apiaceae,Foeniculum,vulgare,Foeniculum vulgare,E,biotic,4,7,herb,2,1,dish_bowl,actinomorph,1,1,0
Pa,Oleaceae,Forsythia,suspensa,Forsythia suspensa,E,biotic,2,4,shrub,5,1,dish_bowl,actinomorph,0,0,0
Pa,Oleaceae,Forsythia,viridissima,Forsythia viridissima,E,biotic,2,4,shrub,2.5,1,dish_bowl,actinomorph,0,0,0
Zu,Oleaceae,Forsythia,x intermedia,Forsythia x intermedia,E,biotic,2,4,shrub,2.3,1,dish_bowl,actinomorph,0,0,0
Zu,Rosaceae,Fragaria,moschata,Fragaria moschata,N,biotic,2,5,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Fragaria,polyploid,Fragaria polyploid,E,biotic,2,4,herb,,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Fragaria,vesca,Fragaria vesca,N,biotic,3,4,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Fragaria,viridis,Fragaria viridis,E,biotic,2,5,herb,0.15,1,dish_bowl,actinomorph,1,1,0
Poznan,Oleaceae,Fraxinus,americana,Fraxinus americana,E,abiotic,2,4,tree,25,1,brush,no_symmetry,NA,NA,NA
Zu,Oleaceae,Fraxinus,excelsior,Fraxinus excelsior,N,abiotic,2,4,tree,40,1,brush,no_symmetry,1,1,0
Zu,Oleaceae,Fraxinus,ornus,Fraxinus ornus,N,abiotic,2,4,tree,20,1,brush,no_symmetry,1,1,0
Ta,Liliaceae,Fritillaria,imperialis,Fritillaria imperialis,E,biotic,3,4,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Liliaceae,Fritillaria,meleagris,Fritillaria meleagris,N,biotic,2,4,herb,0.3,1,bell_trumpet,actinomorph,1,1,0
Pa,Amaranthaceae,Froelichia,floridana,Froelichia floridana,E,biotic,3,7,herb,0.8,1,NA,,1,1,0
Zu,Onagraceae,Fuchsia,boliviana,Fuchsia boliviana,E,biotic,6,5,shrub/tree,3.5,1,tube,actinomorph,1,1,0
Zu,Onagraceae,Fuchsia,corymbiflora,Fuchsia corymbiflora,E,biotic,6,5,shrub,3.6,1,tube,actinomorph,1,1,0
Pa,Onagraceae,Fuchsia,glazioviana,Fuchsia glazioviana,E,biotic,6,5,shrub,3.6,1,tube,actinomorph,1,1,0
Zu,Onagraceae,Fuchsia,magellanica,Fuchsia magellanica,E,biotic,6,5,shrub,1.5,1,tube,actinomorph,1,1,0
Zu,Onagraceae,Fuchsia,paniculata,Fuchsia paniculata,E,biotic,6,5,shrub,8,1,tube,actinomorph,1,1,0
Zu,Onagraceae,Fuchsia,regia,Fuchsia regia,E,biotic,6,5,shrub,2.3,1,tube,actinomorph,1,1,0
Zu,Onagraceae,Fuchsia,sp.,Fuchsia sp.,NA,biotic,NA,NA,NA,NA,NA,tube,actinomorph,1,1,0
Zu,Onagraceae,Fuchsia,x bacillaris,Fuchsia x bacillaris,E,biotic,6,5,shrub,0.45,1,tube,actinomorph,1,1,0
Zu,Papaveraceae,Fumana,ericoides,Fumana ericoides,N,biotic,3,5,shrub,,1,dish_bowl,actinomorph,1,1,0
Pa,Papaveraceae,Fumaria,bastardii,Fumaria bastardii,N,biotic,3,4,herb,,1,flag,sigomorph,1,1,0
Pa,Papaveraceae,Fumaria,capreolata,Fumaria capreolata,N,biotic,5,5,herb,0.6,1,flag,sigomorph,1,1,0
Pa,Papaveraceae,Fumaria,muralis,Fumaria muralis,N,biotic,4,6,herb,1,1,flag,sigomorph,1,1,0
Zu,Papaveraceae,Fumaria,officinalis,Fumaria officinalis,N,biotic,5,5,herb,0.45,1,flag,sigomorph,1,1,0
Pa,Papaveraceae,Fumaria,parviflora,Fumaria parviflora,N,biotic,4,6,herb,0.35,1,flag,sigomorph,1,1,0
Ta,Liliaceae,Gagea,lutea,Gagea lutea,N,biotic,2,4,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Ta,Liliaceae,Gagea,minima,Gagea minima,N,biotic,2,3,herb,0.11,1,dish_bowl,actinomorph,1,1,0
An,Asteraceae,Gaillardia,aristata,Gaillardia aristata,E,biotic,5,5,herb,0.27,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Gaillardia,pulchella,Gaillardia pulchella,E,biotic,5,5,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Gaillardia,x grandiflora,Gaillardia x grandiflora,E,biotic,5,5,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Galactites,tomentosa,Galactites tomentosa,N,biotic,4,4,herb,1,1,brush,no_symmetry,1,1,0
Pa,Amaryllidaceae,Galanthus,nivalis,Galanthus nivalis,N,biotic,3,1,herb,0.2,0,bell_trumpet,actinomorph,1,1,0
Pa,Fabaceae,Galega,officinalis,Galega officinalis,N,biotic,3,6,herb,1.2,1,flag,sigomorph,1,1,0
Zu,Lamiaceae,Galeopsis,angustifolia,Galeopsis angustifolia,N,biotic,5,6,herb,0.25,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Galeopsis,ladanum,Galeopsis ladanum,N,biotic,5,6,herb,0.3,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Galeopsis,tetrahit,Galeopsis tetrahit,N,biotic,5,6,herb,1,1,gullet,sigomorph,1,1,0
Zu,Asteraceae,Galinsoga,parviflora,Galinsoga parviflora,E,biotic,6,5,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Galinsoga,quadriradiata,Galinsoga quadriradiata,E,biotic,4,7,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Galium,album,Galium album,N,biotic,4,6,herb,0.65,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Galium,aparine,Galium aparine,N,biotic,6,5,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Galium,arenarium,Galium arenarium,N,biotic,4,6,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Galium,boreale,Galium boreale,N,biotic,2,7,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Galium,glaucum,Galium glaucum,N,biotic,3,5,herb,0.55,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Galium,lucidum,Galium lucidum,N,biotic,3,6,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Galium,mollugo,Galium mollugo,N,biotic,5,6,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Galium,odoratum,Galium odoratum,N,biotic,3,4,herb,0.45,1,stalk_disk,actinomorph,1,1,0
Pa,Rubiaceae,Galium,palustre,Galium palustre,N,biotic,5,5,herb,80.2,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Galium,parisiense,Galium parisiense,N,biotic,3,6,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Galium,rubioides,Galium rubioides,N,biotic,3,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Galium,saxatile,Galium saxatile,N,biotic,3,6,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Galium,sylvaticum,Galium sylvaticum,N,biotic,2,7,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Galium,uliginosum,Galium uliginosum,N,biotic,4,6,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Galium,verrucosum,Galium verrucosum,N,biotic,2,6,herb,0.13,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Galium,verum,Galium verum,N,biotic,4,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Gardenia,jasminoides,Gardenia jasminoides,E,biotic,NA,NA,shrub,,0,dish_bowl,actinomorph,1,1,0
