City,Family,Genus,Sp2,Sp.merge,native_exotic,pollination_mode,Flowering_months_duration,start_flowering,growth_form_category,plant_height_m,inflorescence,structural_blossom_class,symmetry,nectar,pollen,oil
Zu,Cleomaceae,Cleome,houtteana,Cleome houtteana,E,biotic,2,4,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Lamiaceae,Clinopodium,alpinum,Clinopodium alpinum,N,biotic,3,7,herb,0.18,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Clinopodium,grandiflorum,Clinopodium grandiflorum,N,biotic,3,7,herb,0.4,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Clinopodium,nepeta,Clinopodium nepeta,N,biotic,3,7,herb,0.55,1,gullet,sigomorph,1,1,0
Pa,Lamiaceae,Clinopodium,thymifolium,Clinopodium thymifolium,N,biotic,3,7,herb,0.5,1,gullet,sigomorph,1,1,0
Zu,Lamiaceae,Clinopodium,vulgare,Clinopodium vulgare,N,biotic,3,7,herb,0.8,1,gullet,sigomorph,1,1,0
Zu,Amaryllidaceae,Clivia,miniata,Clivia miniata,E,biotic,NA,NA,herb,0.53,1,dish_bowl,actinomorph,1,0,0
Ta,Apiaceae,Cnidium,dubium,Cnidium dubium,N,biotic,2,8,herb,0.7,1,dish_bowl,actinomorph,NA,NA,NA
Pa,Asteraceae,Coleostephus,myconis,Coleostephus myconis,N,biotic,NA,NA,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Pa,Fabaceae,Coleus,sp.,Coleus sp.,NA,biotic,NA,NA,herb,NA,NA,NA,,NA,NA,NA
Po,Fabaceae,Colutea,arborescens,Colutea arborescens,N,biotic,3,6,shrub,2.5,1,flag,sigomorph,1,1,0
Pa,Fabaceae,Colutea,persica,Colutea persica,E,biotic,NA,NA,shrub,,1,flag,sigomorph,1,1,0
Zu,Apiaceae,Conium,maculatum,Conium maculatum,E,biotic,4,6,herb,2,1,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Consolida,ajacis,Consolida ajacis,N,biotic,3,6,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Consolida,regalis,Consolida regalis,N,biotic,4,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Asparagaceae,Convallaria,majalis,Convallaria majalis,N,biotic,1,5,herb,0.25,1,bell_trumpet,actinomorph,1,1,0
Zu,Convolvulaceae,Convolvulus,arvensis,Convolvulus arvensis,N,biotic,4,6,herb,0.1,0,bell_trumpet,actinomorph,1,1,0
Zu,Convolvulaceae,Convolvulus,cantabrica,Convolvulus cantabrica,N,biotic,5,5,herb,0.3,0,bell_trumpet,actinomorph,1,1,0
Pa,Convolvulaceae,Convolvulus,sabatius,Convolvulus sabatius,N,biotic,4,6,climber,0.2,0,bell_trumpet,actinomorph,1,1,0
Pa,Convolvulaceae,Convolvulus,sylvaticus,Convolvulus sylvaticus,N,biotic,6,4,climber,1.7,0,bell_trumpet,actinomorph,1,1,0
Zu,Convolvulaceae,Convolvulus,tricolor,Convolvulus tricolor,N,biotic,4,6,herb,0.6,0,bell_trumpet,actinomorph,1,1,0
Zu,Malvaceae,Corchorus,olitorius,Corchorus olitorius,E,biotic,3,8,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Coreopsis,lanceolata,Coreopsis lanceolata,E,biotic,3,5,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Coreopsis,sp.,Coreopsis sp.,NA,biotic,NA,NA,herb,NA,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Coreopsis,tinctoria,Coreopsis tinctoria,E,biotic,4,6,herb,0.65,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Coriandrum,sativum,Coriandrum sativum,E,biotic,2,6,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Zu,Cornaceae,Cornus,alba,Cornus alba,E,biotic,2,5,shrub,3,1,dish_bowl,actinomorph,1,1,0
Zu,Cornaceae,Cornus,controversa,Cornus controversa,E,biotic,2,5,tree,12.5,1,dish_bowl,actinomorph,1,1,0
Pa,Cornaceae,Cornus,florida,Cornus florida,E,biotic,2,4,shrub/tree,12,1,dish_bowl,actinomorph,1,1,0
Zu,Cornaceae,Cornus,kousa,Cornus kousa,E,biotic,2,5,shrub,7,1,dish_bowl,actinomorph,1,1,0
Zu,Cornaceae,Cornus,mas,Cornus mas,N,biotic,1,3,shrub,5,1,dish_bowl,actinomorph,1,1,0
Zu,Cornaceae,Cornus,sanguinea,Cornus sanguinea,N,biotic,1,5,shrub/tree,4,1,dish_bowl,actinomorph,1,1,0
Zu,Cornaceae,Cornus,sericea,Cornus sericea,N,biotic,2,5,shrub/tree,3,1,dish_bowl,actinomorph,1,1,0
Ta,Cornaceae,Cornus,sp.,Cornus sp.,NA,biotic,NA,NA,shrub,NA,NA,dish_bowl,actinomorph,1,1,0
Zu,Argophyllaceae,Corokia,cotoneaster,Corokia cotoneaster,E,biotic,NA,NA,shrub,3,1,dish_bowl,actinomorph,1,1,0
Pa,Fabaceae,Coronilla,scorpioides,Coronilla scorpioides,N,biotic,4,3,herb,0.4,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Coronilla,vaginalis,Coronilla vaginalis,N,biotic,3,5,herb,0.2,1,flag,sigomorph,1,1,0
Pa,Fabaceae,Coronilla,valentina,Coronilla valentina,N,biotic,4,3,shrub,0.8,1,flag,sigomorph,1,1,0
Pa,Papaveraceae,Corydalis,flexuosa,Corydalis flexuosa,E,biotic,3,4,herb,0.38,1,flag,sigomorph,1,1,0
Zu,Papaveraceae,Corydalis,lutea,Corydalis lutea,N,biotic,7,3,herb,0.5,1,flag,sigomorph,1,1,0
Zu,Papaveraceae,Corydalis,saxicola,Corydalis saxicola,E,biotic,NA,NA,herb,0.35,1,flag,sigomorph,1,1,0
Ta,Papaveraceae,Corydalis,solida,Corydalis solida,N,biotic,2,4,herb,0.2,1,flag,sigomorph,1,1,0
Zu,Hamamelidaceae,Corylopsis,himalayana,Corylopsis himalayana,E,biotic,NA,NA,shrub,4.5,1,dish_bowl,actinomorph,1,0,0
Zu,Hamamelidaceae,Corylopsis,sinensis,Corylopsis sinensis,E,biotic,2,3,shrub,3.8,1,dish_bowl,actinomorph,1,0,0
Zu,Hamamelidaceae,Corylopsis,spicata,Corylopsis spicata,E,biotic,2,3,tree,1.8,1,dish_bowl,actinomorph,1,0,0
Zu,Asteraceae,Cosmos,bipinnatus,Cosmos bipinnatus,E,biotic,5,6,herb,2.5,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Cosmos,parviflorus,Cosmos parviflorus,E,biotic,5,6,herb,0.1,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Cosmos,sulphureus,Cosmos sulphureus,E,biotic,4,7,herb,2.1,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Cota,altissima,Cota altissima,E,biotic,4,6,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Cota,tinctoria,Cota tinctoria,N,biotic,4,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Anacardiaceae,Cotinus,coggygria,Cotinus coggygria,N,biotic,1,6,shrub,5,1,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Cotoneaster,coriaceus,Cotoneaster coriaceus,E,biotic,5,4,shrub,4,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Cotoneaster,dammeri,Cotoneaster dammeri,E,biotic,2,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Cotoneaster,divaricatus,Cotoneaster divaricatus,E,biotic,1,5,shrub,2,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Cotoneaster,horizontalis,Cotoneaster horizontalis,E,biotic,1,5,shrub,1,1,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Cotoneaster,integrifolius,Cotoneaster integrifolius,E,biotic,1,5,shrub,1.4,1,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Cotoneaster,microphyllus,Cotoneaster microphyllus,E,biotic,1,5,shrub,1,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Cotoneaster,salicifolius,Cotoneaster salicifolius,E,biotic,2,5,shrub,5,1,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Cotoneaster,zabelii,Cotoneaster zabelii,E,biotic,2,5,shrub,2,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Cotula,coronopifolia,Cotula coronopifolia,E,biotic,2,7,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Crambe,maritima,Crambe maritima,E,biotic,3,5,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Pa,Crassulaceae,Crassula,muricata,Crassula muricata,E,biotic,NA,NA,NA,,1,dish_bowl,actinomorph,1,1,0
Zu,Crassulaceae,NA,,Crassulaceae ,NA,biotic,NA,NA,NA,,NA,NA,,1,1,0
Pa,Rosaceae,Crataegus,crus-galli,Crataegus crus-galli,E,biotic,1,5,shrub/tree,10,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Crataegus,laevigata,Crataegus laevigata,N,biotic,1,5,shrub,4.3,1,dish_bowl,actinomorph,1,1,0
Zu,Rosaceae,Crataegus,monogyna,Crataegus monogyna,N,biotic,2,5,shrub/tree,10,1,dish_bowl,actinomorph,1,1,0
Pa,Rosaceae,Crataegus,sp.,Crataegus sp.,NA,biotic,NA,NA,shrub/tree,NA,NA,dish_bowl,actinomorph,1,1,0
Paris,Asteraceae,Crepis,aspera,Crepis aspera,E,biotic,4,3,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Crepis,biennis,Crepis biennis,N,biotic,3,5,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Crepis,capillaris,Crepis capillaris,N,biotic,4,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Crepis,foetida,Crepis foetida,E,biotic,3,6,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Crepis,paludosa,Crepis paludosa,N,biotic,3,6,herb,0.55,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Crepis,pyrenaica,Crepis pyrenaica,N,biotic,3,6,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Paris,Asteraceae,Crepis,setosa,Crepis setosa,NA,biotic,4,6,herb,0.33,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Crepis,tectorum,Crepis tectorum,N,biotic,6,5,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Crepis,vesicaria,Crepis vesicaria,N,biotic,2,5,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Zu,Iridaceae,Crocosmia,x crocosmiiflora,Crocosmia x crocosmiiflora,E,biotic,2,7,herb,0.6,1,tube,actinomorph,1,0,0
Zu,Rubiaceae,Cruciata,glabra,Cruciata glabra,N,biotic,3,4,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Pa,Rubiaceae,Cruciata,laevipes,Cruciata laevipes,N,biotic,3,4,herb,0.43,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Cryptotaenia,japonica,Cryptotaenia japonica,E,biotic,2,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Cucurbitaceae,Cucumis,melo,Cucumis melo,E,biotic,3,6,herb,2,1,bell_trumpet,actinomorph,1,1,0
Zu,Cucurbitaceae,Cucumis,sativus,Cucumis sativus,E,biotic,4,6,herb,2,1,bell_trumpet,actinomorph,1,1,0
Zu,Cucurbitaceae,Cucurbita,maxima,Cucurbita maxima,E,biotic,4,6,herb,2,0,bell_trumpet,actinomorph,1,1,0
Zu,Cucurbitaceae,Cucurbita,moschata,Cucurbita moschata,E,biotic,2,7,herb,0.6,0,bell_trumpet,actinomorph,1,1,0
Zu,Cucurbitaceae,Cucurbita,pepo,Cucurbita pepo,E,biotic,4,6,herb,2,0,bell_trumpet,actinomorph,1,1,0
Zu,Lythraceae,Cuphea,hyssopifolia,Cuphea hyssopifolia,E,biotic,5,4,herb,0.45,1,tube,actinomorph,1,1,0
Zu,Lythraceae,Cuphea,ignea,Cuphea ignea,E,biotic,5,5,herb,1,1,tube,actinomorph,1,1,0
Tartu,Cupressaceae,Cupressus,sempervirens,Cupressus sempervirens,N,abiotic,2,1,tree,16.8,0,NA,NA,NA,NA,NA
Pa,Asteraceae,Cyanus,segetum,Cyanus segetum,E,biotic,5,6,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Pa,Primulaceae,Cyclamen,cilicium,Cyclamen cilicium,E,biotic,NA,NA,herb,0.1,0,NA,,1,1,0
Zu,Primulaceae,Cyclamen,purpurascens,Cyclamen purpurascens,N,biotic,3,7,herb,0.1,0,NA,,1,1,0
Pa,Primulaceae,Cyclamen,repandum,Cyclamen repandum,N,biotic,NA,NA,herb,0.1,0,NA,,1,1,0
Zu,Plantaginaceae,Cymbalaria,muralis,Cymbalaria muralis,N,biotic,7,4,herb,0.05,0,gullet,sigomorph,1,1,0
Pa,Asteraceae,Cynara,cardunculus,Cynara cardunculus,E,biotic,2,7,herb,2,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Cynara,scolymus,Cynara scolymus,E,biotic,2,7,herb,1.5,1,brush,no_symmetry,1,1,0
Zu,Boraginaceae,Cynoglossum,amabile,Cynoglossum amabile,E,biotic,4,6,herb,0.45,1,stalk_disk,actinomorph,1,1,0
Pa,Cyperaceae,Cyperus,alternifolius,Cyperus alternifolius,E,abiotic,NA,NA,herb,0.45,1,brush,no_symmetry,0,1,0
Pa,Cyperaceae,Cyperus,eragrostis,Cyperus eragrostis,E,abiotic,3,6,herb,0.5,1,brush,no_symmetry,0,1,0
Zu,Orchidaceae,Cypripedium,calceolus,Cypripedium calceolus,E,biotic,2,5,herb,0.6,0,,,1,1,0
Zu,Cyrillaceae,Cyrilla,racemiflora,Cyrilla racemiflora,E,biotic,3,5,shrub/tree,7.5,1,flag,sigomorph,1,1,0
Pa,Fabaceae,Cytisophyllum,sessilifolium,Cytisophyllum sessilifolium,N,biotic,3,5,shrub,2,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Cytisus,decumbens,Cytisus decumbens,N,biotic,2,5,shrub,0.2,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Cytisus,emeriflorus,Cytisus emeriflorus,N,biotic,1,5,shrub,0.4,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Cytisus,hirsutus,Cytisus hirsutus,N,biotic,1,5,shrub,0.35,1,flag,sigomorph,1,1,0
Pa,Fabaceae,Cytisus,nigricans,Cytisus nigricans,N,biotic,3,6,shrub,0.65,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Cytisus,scoparius,Cytisus scoparius,N,biotic,2,5,shrub,2,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Cytisus,spinescens,Cytisus spinescens,N,biotic,NA,NA,shrub,0.2,1,flag,sigomorph,1,1,0
Zu,Papaveraceae,Dactylicapnos,torulosa,Dactylicapnos torulosa,E,biotic,NA,NA,herb,2.75,1,dish_bowl,actinomorph,0,1,0
Zu,Orchidaceae,Dactylorhiza,fuchsii,Dactylorhiza fuchsii,N,biotic,2,6,herb,0.35,1,,,1,1,0
Zu,Orchidaceae,Dactylorhiza,maculata,Dactylorhiza maculata,N,biotic,4,5,herb,0.3,1,,,1,1,0
Pa,Orchidaceae,Dactylorhiza,praetermissa,Dactylorhiza praetermissa,N,biotic,3,6,herb,0.45,1,,,1,1,0
Pa,Asteraceae,Dahlia,merckii,Dahlia merckii,E,biotic,4,7,herb,0.9,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Dahlia,pinnata,Dahlia pinnata,E,biotic,4,7,herb,0.95,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Dahlia,sp.,Dahlia sp.,NA,biotic,NA,NA,herb,NA,1,dish_bowl,actinomorph,1,1,0
Zu,Thymelaeaceae,Daphne,alpina,Daphne alpina,N,biotic,2,5,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Pa,Thymelaeaceae,Daphne,tangutica,Daphne tangutica,E,biotic,NA,NA,herb,1,1,dish_bowl,actinomorph,1,1,0
Poznan,Rosaceae,Dasiphora,fruticosa,Dasiphora fruticosa,N,biotic,4,6,shrub,0.9,0,dish_bowl,actinomorph,1,1,0
An,Solanaceae,Datura,sp.,Datura sp.,NA,biotic,NA,NA,herb,NA,NA,bell_trumpet,actinomorph,1,1,0
Zu,Solanaceae,Datura,stramonium,Datura stramonium,E,biotic,5,6,herb,3,0,bell_trumpet,actinomorph,1,1,0
Zu,Apiaceae,Daucus,carota,Daucus carota,E,biotic,3,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Hydrangeaceae,Decumaria,barbara,Decumaria barbara,E,biotic,NA,NA,climber,3,1,dish_bowl,actinomorph,1,1,0
Zu,Hydrangeaceae,Deinanthe,caerulea,Deinanthe caerulea,E,biotic,2,6,herb,0.38,1,dish_bowl,actinomorph,1,1,0
Zu,Aizoaceae,Delosperma,cooperi,Delosperma cooperi,E,biotic,4,6,herb,0.11,0,dish_bowl,actinomorph,1,1,0
Pa,Aizoaceae,Delosperma,nubigenum,Delosperma nubigenum,E,biotic,4,6,herb,0.05,0,dish_bowl,actinomorph,1,1,0
Pa,Aizoaceae,Delosperma,sutherlandii,Delosperma sutherlandii,E,biotic,4,6,herb,0.13,0,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Delphinium,delavayi,Delphinium delavayi,E,biotic,2,6,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Delphinium,dubium,Delphinium dubium,N,biotic,2,6,herb,0.65,1,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Delphinium,elatum,Delphinium elatum,E,biotic,2,6,herb,1.2,1,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Delphinium,formosum,Delphinium formosum,N,biotic,2,6,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Delphinium,montanum,Delphinium montanum,N,biotic,2,6,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Delphinium,pictum,Delphinium pictum,N,biotic,2,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Delphinium,sp.,Delphinium sp.,NA,biotic,NA,NA,herb,NA,NA,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Delphinium,speciosum,Delphinium speciosum,E,biotic,2,6,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Ranunculaceae,Delphinium,staphisagria,Delphinium staphisagria,E,biotic,2,6,herb,1.35,1,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Delphinium,x cultorum,Delphinium x cultorum,E,biotic,2,6,herb,1.25,1,dish_bowl,actinomorph,1,1,0
Pa,Fabaceae,Desmodium,canadense,Desmodium canadense,E,biotic,3,7,herb,1.05,1,flag,sigomorph,1,1,0
Pa,Hydrangeaceae,Deutzia,discolor,Deutzia discolor,E,biotic,2,5,shrub,2.5,1,dish_bowl,actinomorph,1,1,0
Pa,Hydrangeaceae,Deutzia,gracilis,Deutzia gracilis,E,biotic,2,5,shrub,2,1,dish_bowl,actinomorph,1,1,0
Zu,Hydrangeaceae,Deutzia,scabra,Deutzia scabra,E,biotic,2,5,shrub,2.75,1,dish_bowl,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,armeria,Dianthus armeria,N,biotic,3,6,herb,0.4,1,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Dianthus,arpadianus,Dianthus arpadianus,E,biotic,NA,NA,herb,0.2,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,barbatus,Dianthus barbatus,N,biotic,3,6,herb,0.7,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,carthusianorum,Dianthus carthusianorum,N,biotic,5,6,herb,0.6,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,caryophyllus,Dianthus caryophyllus,E,biotic,2,7,herb,0.38,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,chinensis,Dianthus chinensis,E,biotic,3,6,herb,0.7,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,deltoides,Dianthus deltoides,N,biotic,3,6,herb,0.05,1,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Dianthus,furcatus,Dianthus furcatus,N,biotic,3,6,herb,0.35,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,giganteus,Dianthus giganteus,E,biotic,3,6,herb,1.2,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,gratianopolitanus,Dianthus gratianopolitanus,N,biotic,3,6,herb,0.2,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,hoeltzeri,Dianthus hoeltzeri,E,biotic,4,6,herb,,1,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Dianthus,petraeus,Dianthus petraeus,N,biotic,4,5,herb,0.2,1,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Dianthus,pinifolius,Dianthus pinifolius,N,biotic,4,6,herb,0.2,1,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Dianthus,plumarius,Dianthus plumarius,N,biotic,3,6,herb,0.25,1,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Dianthus,pyrenaicus,Dianthus pyrenaicus,N,biotic,4,6,herb,0.1,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,seguieri,Dianthus seguieri,N,biotic,4,6,herb,0.35,1,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Dianthus,serotinus,Dianthus serotinus,N,biotic,4,6,herb,0.25,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,sp.,Dianthus sp.,NA,biotic,NA,NA,herb,NA,NA,stalk_disk,actinomorph,1,1,0
Pa,Caryophyllaceae,Dianthus,sternbergii,Dianthus sternbergii,N,biotic,4,6,herb,0.15,1,stalk_disk,actinomorph,1,1,0
Zu,Caryophyllaceae,Dianthus,superbus,Dianthus superbus,E,biotic,4,6,herb,0.4,1,stalk_disk,actinomorph,1,1,0
Zu,Scrophulariaceae,Diascia,barberae,Diascia barberae,E,biotic,6,4,herb,0.3,1,stalk_disk,actinomorph,1,1,0
Pa,Scrophulariaceae,Diascia,rigescens,Diascia rigescens,E,biotic,6,4,herb,0.6,1,stalk_disk,actinomorph,1,1,0
Zu,Papaveraceae,Dicentra,eximia,Dicentra eximia,E,biotic,4,4,herb,0.38,1,bell_trumpet,actinomorph,1,1,0
Pa,Papaveraceae,Dicentra,formosa,Dicentra formosa,E,biotic,5,5,herb,0.25,1,bell_trumpet,actinomorph,1,1,0
Pa,Asparagaceae,Dichelostemma,congestum,Dichelostemma congestum,E,biotic,2,5,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Pa,Asparagaceae,Dichelostemma,ida-maia,Dichelostemma ida-maia,E,biotic,2,5,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Zu,Acanthaceae,Dicliptera,squarrosa,Dicliptera squarrosa,E,biotic,3,7,herb,5.05,1,flag,sigomorph,1,1,0
Pa,Rutaceae,Dictamnus,albus,Dictamnus albus,N,biotic,2,5,herb,1,1,flag,sigomorph,1,1,0
Pa,Iridaceae,Dierama,medium,Dierama medium,E,biotic,3,6,herb,1,1,bell_trumpet,actinomorph,1,1,0
Pa,Iridaceae,Dierama,pulcherrimum,Dierama pulcherrimum,E,biotic,3,6,herb,1.35,1,bell_trumpet,actinomorph,1,1,0
Pa,Iridaceae,Dietes,bicolor,Dietes bicolor,E,biotic,5,5,herb,1.5,0,dish_bowl,actinomorph,1,1,0
Pa,Plantaginaceae,Digitalis,ferruginea,Digitalis ferruginea,N,biotic,2,5,herb,1.2,1,gullet,sigomorph,1,1,0
Zu,Plantaginaceae,Digitalis,grandiflora,Digitalis grandiflora,N,biotic,3,6,herb,1,1,gullet,sigomorph,1,1,0
Zu,Plantaginaceae,Digitalis,lutea,Digitalis lutea,N,biotic,3,6,herb,1,1,gullet,sigomorph,1,1,0
Pa,Plantaginaceae,Digitalis,parviflora,Digitalis parviflora,N,biotic,3,5,herb,0.5,1,gullet,sigomorph,1,1,0
Zu,Plantaginaceae,Digitalis,purpurea,Digitalis purpurea,N,biotic,4,6,herb,1.8,1,gullet,sigomorph,1,1,0
Zu,Droseraceae,Dionaea,muscipula,Dionaea muscipula,E,biotic,3,5,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Pa,Caprifoliaceae,Dipelta,floribunda,Dipelta floribunda,E,biotic,2,5,shrub,4.1,1,gullet,sigomorph,1,1,0
Pa,Brassicaceae,Diplotaxis,erucoides,Diplotaxis erucoides,N,biotic,7,4,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Diplotaxis,muralis,Diplotaxis muralis,E,biotic,4,6,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Diplotaxis,tenuifolia,Diplotaxis tenuifolia,E,biotic,5,5,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Caprifoliaceae,Dipsacus,fullonum,Dipsacus fullonum,N,biotic,2,7,herb,2,0,brush,no_symmetry,1,1,0
Pa,Caprifoliaceae,Dipsacus,sativus,Dipsacus sativus,N,biotic,2,7,herb,1.8,0,brush,no_symmetry,1,1,0
Pa,Rhamnaceae,Discaria,chacaye,Discaria chacaye,E,biotic,NA,NA,herb,,1,stalk_disk,actinomorph,1,1,0
Pa,Asteraceae,Doellingeria,umbellata,Doellingeria umbellata,E,biotic,4,7,shrub,2,1,dish_bowl,actinomorph,1,1,0
Ta,Asteraceae,Doronicum,columnae,Doronicum columnae,N,biotic,4,5,herb,0.36,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Doronicum,grandiflorum,Doronicum grandiflorum,N,biotic,2,7,herb,0.25,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Doronicum,pardalianches,Doronicum pardalianches,N,biotic,2,5,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Fabaceae,Dorycnium,germanicum,Dorycnium germanicum,N,biotic,1,7,shrub,0.28,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Dorycnium,herbaceum,Dorycnium herbaceum,N,biotic,2,6,shrub,0.45,1,flag,sigomorph,1,1,0
Pa,Fabaceae,Dorycnium,hirsutum,Dorycnium hirsutum,N,biotic,3,5,herb,0.35,1,flag,sigomorph,1,1,0
Pa,Fabaceae,Dorycnium,pentaphyllum,Dorycnium pentaphyllum,N,biotic,3,5,herb,0.2,1,flag,sigomorph,1,1,0
Pa,Fabaceae,Dorycnium,rectum,Dorycnium rectum,N,biotic,3,5,herb,0.8,1,flag,sigomorph,1,1,0
Zu,Brassicaceae,Draba,aizoides,Draba aizoides,N,biotic,5,4,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Draba,muralis,Draba muralis,N,biotic,2,5,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Draba,sp.,Draba sp.,NA,biotic,NA,NA,herb,NA,NA,dish_bowl,actinomorph,1,1,0
Pa,Lamiaceae,Dracocephalum,foetidum,Dracocephalum foetidum,E,biotic,2,5,herb,,1,gullet,sigomorph,NA,NA,NA
Pa,Apocynaceae,Dregea,sinensis,Dregea sinensis,E,biotic,NA,NA,climber,3,1,dish_bowl,actinomorph,NA,NA,NA
