"","ID","Shannon","NrSpecies","location","landscape","replicate","bbspecies","bborgan","site"
"1323","33_ZHRF_pL",0.441690749407358,2,"ZH","R","F","B.lapidarius","L","ZH_R"
"1324","33_ZHUA_pB",0,1,"ZH","U","A","B.lapidarius","B","ZH_U"
"1325","33_ZHUB_lB",1.04516204956113,4,"ZH","U","B","B.pascuorum","B","ZH_U"
"1326","33_ZHUB_pB",0,1,"ZH","U","B","B.lapidarius","B","ZH_U"
"1327","33_ZHUC_pB",1.19446362937764,9,"ZH","U","C","B.lapidarius","B","ZH_U"
"1328","34_BERD_pB",0,1,"BE","R","D","B.lapidarius","B","BE_R"
"1329","34_BERD_pL",0,1,"BE","R","D","B.lapidarius","L","BE_R"
"1330","34_BEUA_pB",0.0603848377258875,2,"BE","U","A","B.lapidarius","B","BE_U"
"1331","34_BEUA_pL",0.0871050316303916,2,"BE","U","A","B.lapidarius","L","BE_U"
"1332","34_BEUB_pB",0.819669192287697,6,"BE","U","B","B.lapidarius","B","BE_U"
"1333","34_BSRD_lB",0.629582251874305,4,"BS","R","D","B.pascuorum","B","BS_R"
"1334","34_BSRD_lL",1.09587305055365,5,"BS","R","D","B.pascuorum","L","BS_R"
"1335","34_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1336","34_BSRD_pL",0,1,"BS","R","D","B.lapidarius","L","BS_R"
"1337","34_BSRE_lB",0.201937803298555,3,"BS","R","E","B.pascuorum","B","BS_R"
"1338","34_BSRE_pB",0.0974374194832532,2,"BS","R","E","B.lapidarius","B","BS_R"
"1339","34_BSRF_lB",0.056345801240143,2,"BS","R","F","B.pascuorum","B","BS_R"
"1340","34_BSRF_pB",0.85487394001846,6,"BS","R","F","B.lapidarius","B","BS_R"
"1341","34_BSUA_pB",0,1,"BS","U","A","B.lapidarius","B","BS_U"
"1342","34_BSUB_lB",0.103910378496923,2,"BS","U","B","B.pascuorum","B","BS_U"
"1343","34_BSUB_pB",0.132061031060963,2,"BS","U","B","B.lapidarius","B","BS_U"
"1344","34_BSUB_pL",0.138122558578257,2,"BS","U","B","B.lapidarius","L","BS_U"
"1345","34_BSUC_pB",0,1,"BS","U","C","B.lapidarius","B","BS_U"
"1346","34_ZHRD_lB",0,1,"ZH","R","D","B.pascuorum","B","ZH_R"
"1347","34_ZHRD_pB",1.48735968273459,7,"ZH","R","D","B.lapidarius","B","ZH_R"
"1348","34_ZHRE_pB",0.0778795417390429,2,"ZH","R","E","B.lapidarius","B","ZH_R"
"1349","34_ZHRE_pL",0.659356868947823,2,"ZH","R","E","B.lapidarius","L","ZH_R"
"1350","34_ZHRF_lB",0.726245471330077,4,"ZH","R","F","B.pascuorum","B","ZH_R"
"1351","34_ZHRF_pB",0.455383792585899,3,"ZH","R","F","B.lapidarius","B","ZH_R"
"1352","34_ZHRF_pL",0.598203927300109,4,"ZH","R","F","B.lapidarius","L","ZH_R"
"1353","34_ZHUA_pB",0.0749687148332711,2,"ZH","U","A","B.lapidarius","B","ZH_U"
"1354","34_ZHUB_lB",0.447112252211201,4,"ZH","U","B","B.pascuorum","B","ZH_U"
"1355","34_ZHUB_lL",0.207708135977702,2,"ZH","U","B","B.pascuorum","L","ZH_U"
"1356","34_ZHUB_pB",0.428811621354444,6,"ZH","U","B","B.lapidarius","B","ZH_U"
"1357","34_ZHUB_pL",0.349097535914506,5,"ZH","U","B","B.lapidarius","L","ZH_U"
"1358","34_ZHUC_pB",1.79838792034155,9,"ZH","U","C","B.lapidarius","B","ZH_U"
"1359","34_ZHUC_pL",1.87487533718474,9,"ZH","U","C","B.lapidarius","L","ZH_U"
"1360","35_BERD_pB",0.107587832646593,2,"BE","R","D","B.lapidarius","B","BE_R"
"1361","35_BEUB_pB",0.086227047127287,2,"BE","U","B","B.lapidarius","B","BE_U"
"1362","35_BSRD_lB",0.350330846626491,2,"BS","R","D","B.pascuorum","B","BS_R"
"1363","35_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1364","35_BSRE_lB",0.0680007694182685,2,"BS","R","E","B.pascuorum","B","BS_R"
"1365","35_BSRF_lB",0.111627571585658,2,"BS","R","F","B.pascuorum","B","BS_R"
"1366","35_BSRF_pB",0.203467590337558,2,"BS","R","F","B.lapidarius","B","BS_R"
"1367","35_BSRF_pL",0.892654263845153,4,"BS","R","F","B.lapidarius","L","BS_R"
"1368","35_BSUA_pB",0.0951038888468325,2,"BS","U","A","B.lapidarius","B","BS_U"
"1369","35_BSUA_pL",0.0708427060747104,2,"BS","U","A","B.lapidarius","L","BS_U"
"1370","35_BSUB_lB",0.141618869034989,2,"BS","U","B","B.pascuorum","B","BS_U"
"1371","35_BSUB_pB",0.162155496454644,3,"BS","U","B","B.lapidarius","B","BS_U"
"1372","35_BSUB_pL",0,1,"BS","U","B","B.lapidarius","L","BS_U"
"1373","35_BSUC_pB",0,1,"BS","U","C","B.lapidarius","B","BS_U"
"1374","35_ZHRD_lB",0.0657522069907841,2,"ZH","R","D","B.pascuorum","B","ZH_R"
"1375","35_ZHRD_lL",0,1,"ZH","R","D","B.pascuorum","L","ZH_R"
"1376","35_ZHRD_pB",1.36653907562002,9,"ZH","R","D","B.lapidarius","B","ZH_R"
"1377","35_ZHRE_pB",0,1,"ZH","R","E","B.lapidarius","B","ZH_R"
"1378","35_ZHRE_pL",0.0628095241689143,2,"ZH","R","E","B.lapidarius","L","ZH_R"
"1379","35_ZHRF_pB",0.68566927071154,2,"ZH","R","F","B.lapidarius","B","ZH_R"
"1380","35_ZHRF_pL",0,1,"ZH","R","F","B.lapidarius","L","ZH_R"
"1381","35_ZHUA_pB",0.750066593636264,3,"ZH","U","A","B.lapidarius","B","ZH_U"
"1382","35_ZHUB_lB",0.33156042463045,5,"ZH","U","B","B.pascuorum","B","ZH_U"
"1383","35_ZHUB_lL",0.292765091290655,3,"ZH","U","B","B.pascuorum","L","ZH_U"
"1384","35_ZHUB_pB",0.646860837655044,4,"ZH","U","B","B.lapidarius","B","ZH_U"
"1385","35_ZHUB_pL",0.501766667399496,3,"ZH","U","B","B.lapidarius","L","ZH_U"
"1386","36_BERD_pB",0.668708827042403,2,"BE","R","D","B.lapidarius","B","BE_R"
"1387","36_BERD_pL",0.615785631452375,2,"BE","R","D","B.lapidarius","L","BE_R"
"1388","36_BEUB_pB",0.1639664193463,2,"BE","U","B","B.lapidarius","B","BE_U"
"1389","36_BSRD_lB",0,1,"BS","R","D","B.pascuorum","B","BS_R"
"1390","36_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1391","36_BSRE_lB",0.277372339420124,3,"BS","R","E","B.pascuorum","B","BS_R"
"1392","36_BSRF_lB",0.0723086780963291,2,"BS","R","F","B.pascuorum","B","BS_R"
"1393","36_BSRF_lL",0,1,"BS","R","F","B.pascuorum","L","BS_R"
"1394","36_BSRF_pB",0.808382651150743,4,"BS","R","F","B.lapidarius","B","BS_R"
"1395","36_BSUA_pB",0,1,"BS","U","A","B.lapidarius","B","BS_U"
"1396","36_BSUA_pL",0,1,"BS","U","A","B.lapidarius","L","BS_U"
"1397","36_BSUB_lB",0.93095267565688,9,"BS","U","B","B.pascuorum","B","BS_U"
"1398","36_BSUB_pB",0.123229987700247,2,"BS","U","B","B.lapidarius","B","BS_U"
"1399","36_BSUB_pL",0,1,"BS","U","B","B.lapidarius","L","BS_U"
"1400","36_BSUC_pB",0.33111948633226,4,"BS","U","C","B.lapidarius","B","BS_U"
"1401","36_BSUC_pL",0.145350906049312,3,"BS","U","C","B.lapidarius","L","BS_U"
"1402","36_ZHRD_lB",0.453685948784998,4,"ZH","R","D","B.pascuorum","B","ZH_R"
"1403","36_ZHRD_lL",0,1,"ZH","R","D","B.pascuorum","L","ZH_R"
"1404","36_ZHRF_pB",1.343688633022,7,"ZH","R","F","B.lapidarius","B","ZH_R"
"1405","36_ZHUA_pB",0.232827059886659,3,"ZH","U","A","B.lapidarius","B","ZH_U"
"1406","36_ZHUA_pL",0.120205964141388,2,"ZH","U","A","B.lapidarius","L","ZH_U"
"1407","36_ZHUB_lB",0.115500512226009,2,"ZH","U","B","B.pascuorum","B","ZH_U"
"1408","36_ZHUB_pB",0.745192825890447,3,"ZH","U","B","B.lapidarius","B","ZH_U"
"1409","36_ZHUB_pL",0,1,"ZH","U","B","B.lapidarius","L","ZH_U"
"1410","37_BSRD_lB",0.879763132565642,4,"BS","R","D","B.pascuorum","B","BS_R"
"1411","37_BSRD_pB",0,1,"BS","R","D","B.lapidarius","B","BS_R"
"1412","37_BSRD_pL",0,1,"BS","R","D","B.lapidarius","L","BS_R"
"1413","37_BSRE_lB",0.164066394150013,2,"BS","R","E","B.pascuorum","B","BS_R"
"1414","37_BSRE_lL",0.0567777981234419,2,"BS","R","E","B.pascuorum","L","BS_R"
"1415","37_BSRF_lB",0.059970888281053,2,"BS","R","F","B.pascuorum","B","BS_R"
"1416","37_BSRF_lL",0,1,"BS","R","F","B.pascuorum","L","BS_R"
"1417","37_BSRF_pB",0.417932085754271,4,"BS","R","F","B.lapidarius","B","BS_R"
"1418","37_BSUA_pB",0,1,"BS","U","A","B.lapidarius","B","BS_U"
"1419","37_BSUA_pL",0,1,"BS","U","A","B.lapidarius","L","BS_U"
"1420","37_BSUB_pB",0,1,"BS","U","B","B.lapidarius","B","BS_U"
"1421","37_BSUB_pL",0.0745110964457432,2,"BS","U","B","B.lapidarius","L","BS_U"
"1422","37_BSUC_pB",0.373664638271311,4,"BS","U","C","B.lapidarius","B","BS_U"
"1423","37_ZHRD_lB",0.15039779169979,3,"ZH","R","D","B.pascuorum","B","ZH_R"
"1424","37_ZHRF_pB",1.16785482462951,6,"ZH","R","F","B.lapidarius","B","ZH_R"
"1425","37_ZHRF_pL",0,1,"ZH","R","F","B.lapidarius","L","ZH_R"
"1426","37_ZHUA_pB",0.716307620138522,4,"ZH","U","A","B.lapidarius","B","ZH_U"
"1427","37_ZHUA_pL",0.313260298056941,2,"ZH","U","A","B.lapidarius","L","ZH_U"
"1428","37_ZHUB_lB",0.584553732452078,3,"ZH","U","B","B.pascuorum","B","ZH_U"
"1429","37_ZHUB_lL",0.915122486564814,6,"ZH","U","B","B.pascuorum","L","ZH_U"
"1430","37_ZHUB_pB",1.36749017802638,6,"ZH","U","B","B.lapidarius","B","ZH_U"
"1431","38_BSRD_lB",0.286195210270115,2,"BS","R","D","B.pascuorum","B","BS_R"
"1432","38_BSRE_lB",0.102772971483566,2,"BS","R","E","B.pascuorum","B","BS_R"
"1433","38_BSRF_lB",0.0829093160093437,2,"BS","R","F","B.pascuorum","B","BS_R"
"1434","38_BSRF_lL",0.0571199237997098,2,"BS","R","F","B.pascuorum","L","BS_R"
"1435","38_BSUA_pB",0.330651596919686,3,"BS","U","A","B.lapidarius","B","BS_U"
"1436","38_BSUB_pB",0.0642744423590375,2,"BS","U","B","B.lapidarius","B","BS_U"
"1437","38_BSUB_pL",0,1,"BS","U","B","B.lapidarius","L","BS_U"
"1438","38_BSUC_pB",0.18477164912596,2,"BS","U","C","B.lapidarius","B","BS_U"
"1439","38_ZHUA_pB",0.0695029846930706,2,"ZH","U","A","B.lapidarius","B","ZH_U"
"1440","38_ZHUB_lB",0.298034054314636,3,"ZH","U","B","B.pascuorum","B","ZH_U"
"1441","38_ZHUB_lL",0.679394386788976,3,"ZH","U","B","B.pascuorum","L","ZH_U"
"1442","39_BSRE_lB",0.182266562863696,2,"BS","R","E","B.pascuorum","B","BS_R"
"1443","39_BSUA_pB",0.369317853129137,4,"BS","U","A","B.lapidarius","B","BS_U"
"1444","39_BSUB_pB",0.0998651560366818,2,"BS","U","B","B.lapidarius","B","BS_U"
"1445","39_BSUB_pL",0,1,"BS","U","B","B.lapidarius","L","BS_U"
"1446","40_BSRE_lB",0.4652602558843,4,"BS","R","E","B.pascuorum","B","BS_R"
"1447","40_BSUB_pB",0,1,"BS","U","B","B.lapidarius","B","BS_U"
"1448","40_BSUB_pL",1.75287799020384,11,"BS","U","B","B.lapidarius","L","BS_U"
"1449","41_BSRE_lB",0.139619484077385,3,"BS","R","E","B.pascuorum","B","BS_R"
