"","sp_richn","fdis","fmpd","fori","fspe","fide_PC1","fide_PC2","fide_PC3","fide_PC4"
"19_ZHRD_l",3,0.111469100408481,0.143918930450984,0.0727467016805753,0.408800048912717,-0.15829556649123,0.0996252871175448,-0.0275529210117541,0.0195867620438658
"19_ZHRE_l",5,0.246670512935692,0.289172202885973,0.0458252053424446,0.323546574753039,-0.117503914936875,0.0587884471005444,-0.0236426094811423,0.00818521671057541
"19_ZHRF_l",6,0.482493126403887,0.543453757535211,0.235325288705366,0.391606535613902,-0.0230859864792712,0.0732913695987176,-0.0256469186289249,0.0119925700931085
"19_ZHUA_l",10,0.345893731472983,0.354775380803564,0.084818050411654,0.276955002295454,-0.0497582536721167,0.028777031061183,-0.0071542153042384,0.0151229317085533
"19_ZHUB_l",3,0.321815513957709,0.422328998284192,0.0712481343147262,0.300652728933507,-0.0610847628029751,0.0337338797623719,-0.0251642815189202,0.0170188076521647
"19_ZHUC_l",6,0.140076602449966,0.150393660576524,0.0062339965484395,0.386201537068543,-0.151332580651381,0.0869499616902845,-0.0259965985554479,0.0134528111757833
"20_BEUB_l",5,0.126484041866568,0.153709254562062,0.0862665722850171,0.368638050370283,-0.147124513635517,0.0801544817905934,-0.0286932242911202,0.0127212000024272
"20_BSRD_l",3,0.362933490980697,0.46812192940199,0.0922651169835921,0.351952132121762,-0.0896226837602404,0.0320342267213821,-0.0150033438618678,-0.00564813971582089
"20_BSRE_l",2,0.141917379306796,0.214790988200454,0.105020238973067,0.403948779991782,-0.158587308976566,0.091021838307861,-0.0277831679599872,0.023167591057384
"20_BSRF_l",3,0.279760453202462,0.3646449244758,0.0736421332055426,0.294559262671149,-0.096315404713552,0.0647861641924114,-0.0145497132685709,0.0107110165515019
"20_BSUA_l",8,0.386175851158423,0.425868887158058,0.177968313178129,0.296768021134278,-0.0268322788827777,0.0640088937932116,-0.0204692339163914,0.0170868856250452
"20_BSUB_l",7,0.276354544817515,0.283606104904703,0.0328059617515117,0.242254022932698,-0.071777386770317,0.0513284208060514,-0.0112184231935806,0.00142820035605391
"20_BSUC_l",7,0.300571577790612,0.32383525548578,0.0347897490788644,0.260453017435808,-0.0698877186469873,0.0367105943407485,-0.0145354503691294,-0.00328962596117063
"20_ZHRD_l",9,0.382973631594785,0.416913321311216,0.182541348874288,0.360429055594964,-0.0582947770460488,0.07074329250001,-0.0305486168280405,0.0263086999809876
"20_ZHRE_l",5,0.315611035133585,0.36190821998568,0.078797128426322,0.300478463563812,-0.0679430480980591,0.0445082238706669,-0.0156322997488051,0.0263262510314659
"20_ZHRF_l",4,0.3173149377812,0.372716766621469,0.0712487445115921,0.368589745779969,-0.10664503320032,0.0532337162252647,-0.0180256146752228,-0.00112982878265835
"20_ZHUA_l",7,0.394800455539056,0.436086934641254,0.144124185627799,0.335845262943313,-0.0369978994680931,0.0530231482815813,-0.0359942025309563,0.0189278248295055
"20_ZHUB_l",4,0.151083488349748,0.179037335417279,0.0546889526475219,0.369324771249086,-0.146370594341015,0.0803857537970283,-0.0289116813356202,0.0101365665970182
"20_ZHUC_l",9,0.389235988684743,0.427483351931871,0.120895119927699,0.306957285536603,-0.0378173935761388,0.0469860606703404,0.0151461949975187,-0.00106588979433379
"21_BEUB_l",7,0.261567147598877,0.311221885525739,0.0417460666158852,0.341056209495834,-0.115336074244937,0.0252616853413344,-0.0284643571704723,-0.00542751875170825
"21_BSRD_l",3,0.328442110648206,0.426811625946908,0.00560259382929272,0.305850939874517,-0.0127099668765998,0.0979249097148282,-0.00234168298837549,0.00770035940099023
"21_BSRE_l",2,0.141917379306796,0.214790988200454,0.105020238973067,0.403948779991782,-0.158587308976566,0.091021838307861,-0.0277831679599872,0.023167591057384
"21_BSRF_l",2,0.141917379306796,0.214790988200454,0.105020238973067,0.403948779991782,-0.158587308976566,0.091021838307861,-0.0277831679599872,0.023167591057384
"21_BSUA_l",5,0.297698582845045,0.321086144804324,0.0509571343346827,0.273967230315308,-0.084311309530699,0.0579743465308416,-0.0121947120119189,0.00931016126435122
"21_BSUB_l",3,0.275184711169466,0.329330670784463,0.00645428843065974,0.318829116860454,-0.0988153523471273,0.0893552833967015,-0.0129120294265767,0.00219175996037409
"21_BSUC_l",12,0.351777572615782,0.381101681117508,0.110412943382726,0.272383551161579,-0.0149946702821274,0.0553195793970578,-0.0158506264432952,0.0132986512063155
